89.000000,1629.000000,8.810000,2101.000000
301.000000,1955.000000,16.760000,2737.000000
449.000000,2675.000000,25.680000,4083.000000
798.000000,3748.000000,14.770000,4985.000000
-30.000000,3351.000000,10.970000,3772.000000
-68.000000,3586.000000,12.560000,5706.000000
253.000000,4495.000000,15.630000,6029.000000
581.000000,5553.000000,12.520000,5042.000000
563.000000,6412.000000,13.380000,7974.000000
440.000000,7251.000000,17.830000,6384.000000
631.000000,7201.000000,23.710000,6384.000000
614.000000,7370.000000,53.760000,9227.000000
1666.000000,9841.000000,149.790000,10299.000000
3047.000000,11241.000000,232.380000,11528.000000
4141.000000,13292.000000,174.590000,13277.000000
2796.000000,17315.000000,395.630000,13775.000000
16271.000000,106915.000000,1178.770000,113303.000000
1016.937500,6682.187500,73.673125,7081.437500
